﻿索引,文本内容,翻译内容
5239,"Braveheart, the Scottish rebel - 1300's.",勇敢的心，苏格兰起义军——13世纪
5240,"Seemingly a legendary figure in the battle for Scottish independence, this historical figure is closely associated with blue facepaint, big swords, strange man skirts, and his ever enduring catchphrase: 'FREEDOM!!'"
5241,"Carp Hunter, Wildlife Expert - 2506.",鲤鱼猎人，野生动物专家-2506
5242,"Despite his nickname, this wildlife expert was mainly known as a passionate environmentalist and conservationist, often coming in contact with dangerous wildlife to teach about the beauty of nature.",与他的绰号不同，这位野生动物专家主要以热情的环境保护主义者和自然保护者著称，经常与危险的野生动物接触，教授大自然的美丽。
5243,Mothic Fleet Pioneer - 2100's.
5244,"Some claim that the fleet engineers are directly responsible for most modern advancements in spacefaring designs. Although the exact details of their past contributions are somewhat fuzzy, their ingenuity remains unmatched and unquestioned to this day."
5245,Ethereal Trailwarden - 2450's.
5246,"Many fantastical stories are told of valiant trail wardens, even by offworlders who, thanks to their guidance, avoided an untimely demise while traveling the sometimes treacherous roads of Sprout. In truth their job entails far more walking and fixing roads than slaying dragons, but it is no less important and well respected: keeping the roads and trails safe and well maintained is for many settlements a matter of survival."
5247,Templar Kit
5248,Forgotten kit
5249,Profane Scholar Kit
5250,Stone Sentinel Kit
5251,Witchhunter Kit
5252,Divine Adept Kit
5253,Followers of the Chaplain Kit
5254,box of metal foam grenades,泡沫金属手榴弹盒
5255,To be used to rapidly seal hull breaches.,用于快速密封船体缺口。
5256,box of smart metal foam grenades,智能泡沫金属手榴弹盒
5257,Used to rapidly seal hull breaches. This variety conforms to the walls of its area.,用于快速密封船体缺口，这个种类会适应其所在地区的墙壁。
5258,box of materials,材料盒
5259,box of debug tools,Debug工具盒
5260,plastic box,塑料盒
5261,"It's a solid, plastic shell box.",这是一个结实的塑料壳盒子。
5262,emergency oxygen tank box,应急罐装氧气盒
5263,A box of emergency oxygen tanks.,一盒应急氧气罐。
5264,extended-capacity emergency oxygen tank box,扩容应急罐装氧气盒
5265,A box of extended-capacity emergency oxygen tanks.,一盒扩容应急氧气罐。
5266,box of donk-pockets,口袋饼盒
5267,<B>Instructions:</B> <I>Heat in microwave. Product will stay perpetually warmed with cutting edge Donk Co. technology.</I>
5268,box of spicy-flavoured donk-pockets,辣味口袋饼盒
5269,box of teriyaki-flavoured donk-pockets,照烧风味口袋饼盒
5270,box of pizza-flavoured donk-pockets,披萨风味口袋饼盒
5271,box of gondola-flavoured donk-pockets,贡多拉风味口袋饼盒
5272,box of berry-flavoured donk-pockets,浆果风味口袋饼盒
5273,box of banana-flavoured donk-pockets,香蕉风味口袋饼盒
5274,paper sack,纸袋
5275,A sack neatly crafted out of paper.,用纸精心制作的袋子。
5276,A sack neatly crafted out of paper.,用纸精心制作的袋子。
5277,A standard Nanotrasen paper lunch sack for loyal employees on the go.,一个标准的纳米传讯纸制午餐袋，适用于外出途中的忠诚员工。
5278,The design on this paper sack is a remnant of the notorious 'SyndieSnacks' program.,这个纸袋上的标志是臭名昭著的辛迪加小吃计划的残余部分。
5279,A paper sack with a heart etched onto the side.,侧面印有心形图案的纸袋。
5280,A paper sack with a crude smile etched onto the side.,一个侧面印有粗鲁笑容的纸袋。
5281,It's slightly moist and smells like a slaughterhouse.,这里有点潮湿，闻起来像屠宰场。
5282,ingredients box,食材盒
5283,[name] ([theme_name])
5284,A box containing supplementary ingredients for the aspiring chef. The box's theme is '[theme_name]'.,为有志向的厨师准备的一盒补充食材，食材主题是 '[theme_name]'.
5285,wildcard,百搭
5286,fiesta,西班牙式
5287,italian,意式
5288,vegetarian,蔬菜
5289,american,美式
5290,fruity,水果
5291,sweets,甜食
5292,delights,点心
5293,grains,谷物
5294,carnivore,肉食
5295,exotic,进口
5296,seafood,海鲜
5297,salads,沙拉
5298,random,随机
5299,"This box should not exist, contact the proper authorities.",这个盒子不应该存在，请联系相关部门。
5300,bubblegum packet,泡泡糖包
5301,"The packaging is entirely in japanese, apparently. You can't make out a single word of it.",显然，包装完全是日本货。你一个字也看不懂。
5302,nicotine gum packet,尼古丁口香糖包
5303,Designed to help with nicotine addiction and oral fixation all at once without destroying your lungs in the process. Mint flavored!,专为尼古丁上瘾或爱啃指甲者设计，同时不会破坏你的肺部。薄荷味的！
5304,HP+ gum packet,乐加口香糖包
5305,A seemingly homemade packaging with an odd smell. It has a weird drawing of a smiling face sticking out its tongue.,看起来是自制的包装，还散发着一股怪味，上面绘制了一个奇怪的图画，一个微笑的脸伸出它的舌头。
5306,bubblegum gum packet,泡泡糖牌口香糖包
5307,"The packaging is entirely in Demonic, apparently. You feel like even opening this would be a sin.",显然，包装完全是恶魔风格，你觉得打开它就是一种罪过。
5308,Mothic Rations Pack,蛾类口粮包
5309,"A box containing a few rations and some Activin gum, for keeping a starving moth going."
5310,Tiziran Farm-Fresh Pack
5311,A box containing an assortment of fresh Tiziran goods- perfect for making the foods of the Lizard Empire.
5312,Tiziran Canned Goods Pack
5313,"A box containing an assortment of canned Tiziran goods- to be eaten as is, or used in cooking."
5314,Tiziran Meatmarket Pack
5315,A box containing an assortment of fresh-frozen Tiziran meats and fish- the keys to lizard cooking.
5316,Mothic Farm-Fresh Pack
5317,A box containing an assortment of Mothic cooking supplies.
5318,Mothic Pantry Pack
5319,A box containing an assortment of Mothic canned goods and premade sauces.
5320,box of condiment bottles,一盒调味品瓶
5321,It has a large ketchup smear on it.,上面有一大块番茄酱污渍。
5322,survival box,救生盒
5323,A box with the bare essentials of ensuring the survival of you and others.,一个盒子，里面装着确保你和其他人生存的必需品。
5324,extended-capacity survival box,扩容救生盒
5325,A box with the bare essentials of ensuring the survival of you and others. This one is labelled to contain an extended-capacity tank.,一个盒子，里面装着确保你和其他人生存的必需品。上面有个扩容氧气罐的标记。
5326,operation-ready survival box
5327,A box with the essentials of your operation. This one is labelled to contain an extended-capacity tank.
5328,invisible box,隐形盒子
5329,Unfortunately not large enough to trap the mime.,不幸的是，它不够大，无法捕获哑剧演员。
5330,box of hugs,一盒拥抱
5331,A special box for sensitive people.,为敏感人群准备的特殊盒子。
5332,clown box,小丑盒
5333,A colorful cardboard box for the clown
5334,It's [user.real_name]! It looks like [user.p_they()] committed suicide!
5335,tactical cuddle kit
5336,box of skillchips,技能卡盒
5337,Contains one copy of every skillchip,包含每个技能卡的一份副本
5338,box of science job skillchips,科研技能卡盒
5339,Contains spares of every science job skillchip.,包含每个科研技能卡的副本。
5340,box of engineering job skillchips,工程技能卡盒
5341,Contains spares of every engineering job skillchip.,包含每个工程技能卡的副本。
5342,box of syringes,注射器盒
5343,A box full of syringes.,装满注射器的盒子。
5344,syringe variety box,多样注射器盒
5345,box of medipens
5346,A box full of epinephrine MediPens.,一个装满肾上腺素笔的盒子.
5347,stimpack value kit
5348,A box with several stimpack medipens for the economical miner.
5349,box of beakers,烧杯盒
5350,box of bluespace beakers,蓝空烧杯盒
5351,beaker variety box,多种烧杯盒
5352,box of medical gels,医用凝胶盒
5353,"A box full of medical gel applicators, with unscrewable caps and precision spray heads.",一个装满医用凝胶涂敷器的盒子，带有可拧松的盖子和精确的喷头。
5354,box of DNA injectors,DNA注射器盒
5355,"This box contains injectors, it seems.",这个盒子里似乎装有注射器。
5356,body bags,尸体袋
5357,The label indicates that it contains body bags.,标签表明它含有尸体袋。
5358,box of pill bottles,药瓶盒
5359,It has pictures of pill bottles on its front.,它的正面有药瓶的照片。
5360,box of silver sulfadiazine patches
5361,Contains patches used to treat burns.
5362,box of microbiological swabs
5363,Contains a number of sterile swabs for collecting microbiological samples.
5364,box of petridishes
5365,This box purports to contain a number of high rim petridishes.
5366,box of plumbing supplies,管道用品盒
5367,"Contains a small supply of pipes, water recyclers, and iron to connect to the rest of the station."
5368,diskette box,磁盘盒
5369,monkey cube box,猴子方块盒
5370,Drymate brand monkey cubes. Just add water!,干伴侣牌猴块。只需加水！
5371,Waffle Co. brand monkey cubes. Just add water and a dash of subterfuge!,华夫公司牌猴块。只需要加水和一点点诡计！
5372,gorilla cube box,猩猩方块盒
5373,Waffle Co. brand gorilla cubes. Do not taunt.,华夫公司牌猩猩方块。不要笑。
5374,box of stock parts,一盒零部件
5375,Contains a variety of basic stock parts.,包含有各种十分基本的零部件
5376,box of deluxe stock parts,一盒高级零部件
5377,Contains a variety of deluxe stock parts.,包含有各种十分高级的零部件
5378,the liberator's legacy,解放者的遗产
5379,A box containing a gift for worthy golems.,一个盒子，里面装着送给值得尊敬的傀儡的礼物。
5380,box of stabilized extracts,稳定提取物盒
5381,box of flashbangs (WARNING),一盒闪光弹 (警告)
5382,<B>WARNING: These devices are extremely dangerous and can cause blindness or deafness in repeated use.</B>,<B> 警告：这些设备极其危险，重复使用会导致失明或耳聋。</B>
5383,box of stingbangs (WARNING),一盒碎裂弹(警告)
5384,<B>WARNING: These devices are extremely dangerous and can cause severe injuries or death in repeated use.</B>,<B> 警告：这些设备极其危险，重复使用会导致重伤或死亡. </B>
5385,box of flashbulbs
5386,"<B>WARNING: Flashes can cause serious eye damage, protective eyewear is required.</B>",<B>警告：闪光会造成严重的眼损伤，需佩戴防护眼镜. </B>
5387,wall-mounted flash kit
5388,"This box contains everything necessary to build a wall-mounted flash. <B>WARNING: Flashes can cause serious eye damage, protective eyewear is required.</B>",这个盒子包含构建壁挂式闪光灯所需的一切<B> 警告：闪光会造成严重的眼损伤，需佩戴防护眼镜. </B>
